movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,gross,title_year,num_voted_users,plot_keywords,num_user_for_reviews,budget,genres
Rounders ,128,121,131,13000,940,599,22905674,1998,121676,breasts|cult film|loan shark|poker|reference to christy turlington,290,12000000,Crime|Drama
Top Five ,161,102,0,3000,966,555,25277561,2014,21672,bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk,93,12000000,Comedy|Romance
Prophecy ,70,102,287,452,122,79,,1979,3000,cabin|monster|monster movie|paper mill|pollution,75,12000000,Horror|Sci-Fi
Stir of Echoes ,164,99,192,347,301,282,21133087,1999,62468,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,374,12000000,Horror|Mystery|Thriller
Spartacus: War of the Damned             ,68,55,,1000,939,898,,,173172,female frontal nudity|female full frontal nudity|gladiator|group sex|slave girl,302,,Action|Adventure|Biography|Drama|History
Philomena ,354,98,350,1000,482,322,37707719,2013,76094,catholic|convent|gay love|gay relationship|irish adoption board,233,12000000,Biography|Drama
The Upside of Anger ,125,118,57,975,931,805,18761993,2005,19007,anger|baseball|drinking|radio|secretary,219,9000000,Comedy|Drama
The Boys from Brazil ,55,125,76,1000,837,801,,1978,20660,1970s|jew|nazi|nazi hunter|paraguay,123,12000000,Drama|Thriller
Aquamarine ,66,104,20,836,826,717,18595716,2006,30462,beach|love|mermaid|storm|swimming,150,12000000,Comedy|Family|Fantasy|Romance
Paper Towns ,191,109,14,733,558,376,31990064,2015,63390,based on novel|female neighbor|friendship|travel|trip,160,12000000,Drama|Mystery|Romance
My Baby's Daddy ,33,86,17,873,691,581,17321573,2004,3119,animal costume|break up|fatherhood|rapper|talking baby,18,,Comedy
Nebraska ,433,115,729,1000,844,622,17613460,2013,91082,aging|billings montana|lincoln nebraska|nebraska|pickup truck,274,12000000,Adventure|Comedy|Drama
Tales from the Crypt: Demon Knight ,66,92,226,1000,851,580,21088568,1995,16646,blood|blood of christ|demon|key|loud sex,104,13000000,Action|Fantasy|Horror|Thriller
Max Keeble's Big Move ,37,91,25,833,626,611,17292381,2001,5794,bully|moving|principal|revenge|school,69,12000000,Comedy|Crime|Family
Young Adult ,325,94,655,9000,786,390,16300302,2011,64682,car damage|computer printer|female band|fingernail polish|narcissism,203,12000000,Comedy|Drama
Crank ,170,93,83,26000,725,501,27829874,2006,196422,assassin|cult film|doctor|heart|poison,444,12000000,Action|Crime|Thriller
How to Be a Player ,11,93,3,1000,560,324,13960203,1997,2301,breaking the fourth wall|doorman|friend|party|sex,15,,Comedy
Living Out Loud ,24,100,98,1000,849,604,12902790,1998,4052,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,88,12000000,Comedy|Drama|Romance
Just Wright ,70,100,43,988,826,696,21520719,2010,10103,basketball|basketball player|nba|physical therapist|therapist,36,,Comedy|Romance|Sport
Rachel Getting Married ,232,113,438,11000,536,471,12796277,2008,41226,12 step program|friend|maid of honor|tears|wedding,281,,Drama|Romance
The Postman Always Rings Twice ,34,122,30,1000,230,85,,1981,16764,adultery|drifter|lunch wagon|murder|neo noir,48,12000000,Crime|Drama|Romance|Thriller
Girl with a Pearl Earring ,160,100,73,19000,14000,1000,11634362,2003,60171,17th century|girl|maid|painter|painting,296,,Biography|Drama|Romance
Das Boot ,96,293,249,362,21,18,11433134,1981,168203,duty|submarine|submarine movie|tension|u boat,426,14000000,Adventure|Drama|Thriller|War
The Alamo ,106,137,102,2000,973,877,22406362,2004,16832,army|dictator|general|texan|texas,267,107000000,Drama|History|War|Western
Sorority Boys ,53,93,32,529,526,503,10198766,2002,12007,college|cruise|drag|female armpit hair|sorority,105,12000000,Comedy
About Time ,274,123,628,565,555,171,15294553,2013,202341,boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding,391,12000000,Drama|Fantasy|Romance
House of Flying Daggers ,248,119,611,755,483,4,11041228,2004,92295,flying|flying dagger|government|police|secret,420,100000000,Action|Adventure|Drama|Romance
Arbitrage ,288,107,27,664,591,360,7918283,2012,41574,accidental death|dead woman|dead woman with eyes open|death of mistress|manager,145,12000000,Drama|Thriller
Project Almanac ,177,106,16,452,328,265,22331028,2015,57349,found footage|teenager|time machine|time travel|video footage,177,12000000,Sci-Fi|Thriller
Cadillac Records ,81,109,67,436,223,192,8134217,2008,15412,1950s|jazz|jazz music|sex|title directed by female,90,12000000,Biography|Drama|Music
Screwed ,29,81,25,931,744,654,6982680,2000,6965,chauffeur|disorganized crime|dog|ransom|slapstick,69,10000000,Comedy|Crime
Fortress ,58,95,216,1000,1000,968,6739141,1992,23383,escape|future|population control|prison|prisoner,68,8000000,Action|Crime|Sci-Fi|Thriller
For Your Consideration ,144,86,378,957,925,783,5542025,2006,12197,actor|internet|make up|publicist|purim,150,12000000,Comedy
Celebrity ,114,113,11000,537,255,99,5032496,1998,20576,celebrity|journalist|lesbian kiss|strong female character|tv producer,161,12000000,Comedy|Drama
Running with Scissors ,132,122,708,433,398,316,6754898,2006,20000,alcoholic|fame|therapist|writer|writing,188,12000000,Comedy|Drama
From Justin to Kelly ,60,90,7,525,281,251,4922166,2003,23606,bar|florida|love|spring break|waitress,304,12000000,Comedy|Musical|Romance
Girl 6 ,30,108,0,873,680,599,4903000,1996,4961,actress|neighbor|phone sex|queens new york city|sex addiction,33,12000000,Comedy|Drama
In the Cut ,138,113,319,1000,65,48,4717455,2003,18632,blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo,354,12000000,Mystery|Thriller
Two Lovers ,190,110,115,812,580,103,3148482,2008,29613,jewish|love|married man|neighbor|photograph,98,12000000,Drama|Romance
Last Orders ,61,109,40,5000,1000,794,2326407,2001,5016,ashes|butcher|friend|friendship|memory,99,12000000,Drama
The Host ,363,110,584,629,398,74,2201412,2006,68883,daughter|han river|monster|river|seoul,279,12215500000,Comedy|Drama|Horror|Sci-Fi
The Pursuit of D.B. Cooper ,2,100,55,3000,642,212,,1981,763,escape|jumping from an airplane|money|parachute|ransom,10,12000000,Adventure|Crime|Thriller
Ravenous ,131,101,61,769,692,611,2060953,1999,29990,based on true story|cannibalism|captain|mexican american war|u.s. frontier,316,12000000,Fantasy|Horror|Thriller
Charlie Bartlett ,146,97,20,21000,569,442,3950294,2007,56654,drugs|high school|prescription drugs|private school|student,124,12000000,Comedy|Drama|Romance
The Great Beauty ,280,172,667,211,98,70,2835886,2013,55516,genitalia|male frontal nudity|male nudity|old age|party,124,9200000,Drama
The Dangerous Lives of Altar Boys ,78,104,0,1000,165,77,1779284,2002,12047,book|boy|catholic|comic book|friend,122,12000000,Comedy|Drama
Stoker ,469,99,0,3000,1000,520,1702277,2013,84620,death|hitchcockian|psychopath|sociopath|vomiting,235,12000000,Drama|Thriller
2046 ,194,129,0,878,643,576,261481,2004,41496,number in title|train|woman slaps a man|woman slaps man|written by director,210,12000000,Drama|Romance|Sci-Fi
Married Life ,121,91,60,60,46,18,1506998,2007,8014,bachelor|best friend|divorce|poison|widow,50,12000000,Crime|Drama|Romance
Duma ,38,100,19,706,442,393,860002,2005,6454,africa|bed|boy|cheetah|south africa,43,12000000,Adventure|Drama|Family
Ondine ,123,111,277,845,327,289,548934,2009,16863,celtic mythology|cottage|fisherman|irish|selkie,57,12000000,Drama|Mystery|Romance
Brother ,81,114,0,865,685,403,447750,2000,18520,gang|gangster|subjective camera|written and directed by cast member|yakuza,133,10000000,Crime|Drama|Thriller
Welcome to Collinwood ,72,86,94,693,534,146,333976,2002,12559,boxing knockout|heist|implied sex|keys|prison,90,12000000,Comedy|Crime
Critical Care ,25,107,0,941,754,745,141853,1997,1427,half sister|hospital|latex gloves|medicine|nun,12,12000000,Comedy|Drama
The Life Before Her Eyes ,78,90,26,797,474,350,303439,2007,12125,best friend|nonlinear timeline|school shooting|self sacrifice|shooting,78,8000000,Drama|Mystery|Thriller
Darling Companion ,57,103,759,967,830,820,793352,2012,2551,dog|marriage|search|wedding|woods,25,,Comedy|Drama|Romance
Trade ,69,120,7,662,345,289,214202,2007,14831,friend|girl|mexico city|new jersey|sex,75,12000000,Crime|Drama|Thriller
Fateless ,73,134,45,9,2,0,195888,2005,5603,bus|death|gay slur|hatred|jewish,45,2500000000,Drama|Romance|War
Breakfast of Champions ,42,110,18,13000,883,865,175370,1999,6884,breakfast|manitoba|science fiction writer|suicide|writer,133,12000000,Comedy
"A Woman, a Gun and a Noodle Shop ",101,95,611,9,4,3,190666,2009,2410,betrayal|husband wife relationship|murder|noodles|salary,20,,Comedy|Drama
Cypher ,82,95,165,686,327,280,,2002,27052,brainwashing|corporate espionage|spy|suburb|surprise ending,124,7500000,Mystery|Romance|Sci-Fi|Thriller
City of Life and Death ,149,132,14,52,32,3,119922,2009,8429,atrocity|battle|chinese|horseback riding|martial arts,62,12000000,Drama|History|War
Home ,165,94,12,17000,523,183,177343675,2015,70133,alien friendship|alien invasion|australia|flying car|mother daughter relationship,214,135000000,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi
Legend of Kung Fu Rabbit ,5,89,0,970,618,188,,2011,408,anthropomorphic animal|china|furry|rabbit,12,,Action|Adventure|Animation|Comedy|Family
Space Battleship Yamato ,44,138,7,84,33,16,,2010,4899,alien|battleship|message|radiation|yamato,49,12000000,Action|Adventure|Drama|Sci-Fi
5 Days of War ,74,113,212,567,111,18,17149,2011,12128,cameraman|epic battle|journalist|south ossetia|street shootout,61,20000000,Action|Drama|War
Triangle ,156,99,76,181,168,42,,2009,64423,deja vu|lost at sea|ship|time loop|trapped in a time loop,293,12000000,Fantasy|Mystery|Thriller
10 Days in a Madhouse ,1,111,0,1000,445,247,14616,2015,314,,10,12000000,Drama
Heaven Is for Real ,82,99,130,399,116,79,91443253,2014,21034,based on true story|christ|christian|near death experience|pastor,153,12000000,Biography|Drama
Snatch ,151,104,0,26000,11000,1000,30093107,2000,600996,boxer|boxing|diamond|fight|gypsy,726,6000000,Comedy|Crime
Dancin' It's On ,3,89,49,551,85,84,,2015,105,,7,12000000,Family|Musical
Pet Sematary ,98,103,52,969,886,426,57469179,1989,63855,cat|cemetery|maine|secret|woods,248,11500000,Fantasy|Horror
Madadayo ,25,134,0,15,6,4,48856,1993,3466,air raid|beer|birthday|japan|professor,40,11900000,Drama
The Cry of the Owl ,35,100,2,680,544,388,,2009,3737,isolated house|promotion|river|small town|stalking,27,11500000,Drama|Thriller
A Tale of Three Cities ,6,130,3,215,27,2,,2015,117,,6,12000000,Drama
Gremlins ,183,106,287,767,281,233,148170000,1984,142293,bright light|midnight|pet|small town|water,245,11000000,Comedy|Fantasy|Horror
Star Wars: Episode IV - A New Hope ,282,125,0,11000,1000,504,460935665,1977,911097,death star|empire|galactic war|princess|rebellion,1470,11000000,Action|Adventure|Fantasy|Sci-Fi
Dirty Grandpa ,158,109,11,22000,851,411,35537564,2016,49671,female removes her clothes|fondling|voyeur|voyeurism|white panties,166,11500000,Comedy
Doctor Zhivago ,89,200,767,597,396,382,111722000,1965,55816,bolshevik|poet|poetry|russia|russian revolution,255,11000000,Drama|Romance|War
Trash ,101,114,335,585,68,14,10230,2014,14437,bible|key|poverty|slum|wallet,26,,Adventure|Crime|Drama|Mystery|Thriller
High School Musical 3: Senior Year ,128,112,197,755,734,632,90556401,2008,43795,basketball|curtain call|graduation|high school|high school senior,171,11000000,Comedy|Drama|Family|Music|Musical|Romance
The Fighter ,410,116,737,23000,238,141,93571803,2010,275869,boxer|boxing|boxing match|crack cocaine|lowell massachusetts,389,25000000,Biography|Drama|Sport
Jackass Number Two ,104,92,79,608,362,218,72755517,2006,56595,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,196,,Action|Comedy|Documentary
My Cousin Vinny ,54,120,36,886,655,633,52929168,1992,82743,alabama|jail|judicial system|lawyer|trial,201,11000000,Comedy|Crime
If I Stay ,141,107,15,17000,1000,602,50461335,2014,83893,car accident|coma|out of body experience|reference to the exploited|teenage girl,132,11000000,Drama|Fantasy|Music|Romance
Drive Hard ,30,92,53,84,37,32,,2014,3104,,33,12000000,Action|Comedy|Crime
Major League ,57,107,42,1000,854,808,49797148,1989,49007,cleveland indians|league|manager|owner|team,97,11000000,Comedy|Sport
St. Trinian's ,56,100,32,785,692,621,,2007,18220,2000s|female protagonist|reward|school|st trinian's,102,13500000,Comedy
Phone Booth ,216,81,541,991,465,328,46563158,2002,207934,phone booth|publicist|single set production|sniper|sniper rifle,629,13000000,Crime|Thriller
A Walk to Remember ,80,101,163,683,548,488,41227069,2002,162701,community service|love|punishment|school|student,962,11000000,Drama|Romance
Dead Man Walking ,77,122,0,276,258,191,39025000,1995,73193,death|execution|nun|solitary confinement|visit,190,11000000,Crime|Drama
Cruel Intentions ,101,97,16,4000,656,637,38201895,1999,149222,bet|revenge|seduction|virgin|wager,749,10500000,Drama|Romance
Saw VI ,156,92,52,723,651,647,27669413,2009,76207,deception|flash photography|game of death|jigsaw|pig mask,194,11000000,Horror|Mystery
History of the World: Part I ,48,92,0,1000,898,842,,1981,36559,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,131,11000000,Comedy
The Secret Life of Bees ,109,110,107,664,551,549,37766350,2008,19440,beekeeping|insect in title|racism|sister|south carolina,56,11000000,Drama
Corky Romano ,62,86,5,584,580,532,23978402,2001,10966,fbi|mafia|mobster|undercover|veterinarian,100,11000000,Comedy|Crime
Raising Cain ,33,91,0,636,330,298,21370057,1992,9903,hitchcockian|long tracking shot|psychologist|psychology|wig,80,12000000,Crime|Drama|Thriller
F.I.S.T. ,20,145,278,13000,595,279,,1978,5561,1930s|driving through a gate|funeral|senator|trade union,35,11000000,Drama
Invaders from Mars ,52,100,365,425,394,225,4884663,1986,5187,alien|boy|nurse|school|school nurse,64,12000000,Horror|Sci-Fi
Brooklyn ,351,111,34,838,55,54,38317535,2015,73249,1950s|immigrant|irish|irish accent|torn between two worlds,212,11000000,Drama|Romance
Barry Lyndon ,124,184,0,385,293,111,,1975,101627,18th century|england|rise and fall|rural setting|wealth,369,11000000,Adventure|Drama|History|War
Out Cold ,37,89,2,799,711,651,13903262,2001,14656,alaska|mountain|ski resort|snowboard|snowboarding,90,11000000,Comedy|Sport
The Ladies Man ,58,84,71,8000,723,553,13592872,2000,10777,black pantyhose|female stockinged legs|pantyhose|radio|tattoo,79,11000000,Comedy
Quartet ,175,98,0,358,156,123,18381787,2012,15684,divorced couple|opera|reference to giuseppe verdi|retirement|senility,126,11000000,Comedy|Drama
Tomcats ,75,95,5,1000,660,443,13558739,2001,15427,box office flop|critically bashed|dominatrix|friend|money,121,11000000,Comedy
Frailty ,161,100,0,11000,472,303,13103828,2001,59982,demon|fbi|fbi agent|murder|religious fanatic,463,11000000,Crime|Drama|Thriller
Woman in Gold ,203,109,64,16000,638,553,33305037,2015,33856,art|jewish|justice|nazi|theft,147,11000000,Biography|Drama|History
Kinsey ,188,118,386,14000,1000,812,10214647,2004,42689,professor|research|sex|sexuality|student,204,11000000,Biography|Drama
Army of Darkness ,221,88,0,901,888,795,11501093,1992,128850,army of the dead|battle|necronomicon|reluctant hero|skeleton soldier,604,13000000,Comedy|Fantasy|Horror
Slackers ,66,86,4,960,448,424,4814244,2002,12437,blackmail|fall|love|nerd|scam,107,11000000,Comedy|Romance
What's Eating Gilbert Grape ,80,118,529,40000,29000,472,9170214,1993,171882,apostrophe in title|face slap|four word title|grocery store|police,292,11000000,Drama|Romance
The Visual Bible: The Gospel of John ,25,125,10,866,147,109,4068087,2003,2164,1st century|based on the bible|miracle|religion|resurrection,74,17000000,Biography|Drama|History
Vera Drake ,169,125,608,979,594,579,3753806,2004,20307,1950s|miscarriage|neighbor|pregnancy|tailor,165,11000000,Crime|Drama
The Guru ,70,94,18,658,463,183,3034181,2002,13622,bollywood|illegal immigrant|live television|restaurant|waiter,128,11000000,Comedy|Music|Romance
The Perez Family ,15,113,300,1000,979,787,2832826,1995,1761,immigration|love|political prisoner|reference to john wayne|title directed by female,19,11000000,Comedy|Drama|Romance
Inside Llewyn Davis ,535,104,1000,3000,275,272,13214255,2013,96233,1960s|car hitting an animal|folk singer|friend|singer,313,11000000,Drama|Music
O ,92,95,596,1000,835,697,16017403,2001,17333,basketball|basketball player|boarding school|love|shakespeare's othello,153,5000000,Drama|Romance|Thriller
